"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q3",-5.0011128553067,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q4",2.6284499063867,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q1",-3.77730489441466,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q2",5.63717863048803,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q3",-5.06957020962979,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q4",5.60577177199953,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q1",-8.23104537974998,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q2",10.0276979424653,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q3",9.37077214260398,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q4",0.11036991110195,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q1",14.2604629629148,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q2",15.1883648916391,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q3",1.44976834789832,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q4",5.07350737424802,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q1",124.01534083896,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q2",-7.28958196098386,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q3",9.98249222678889,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q4",10.6895996513436,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q1",-17.9658901230731,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q2",8.39106625750623,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q3",-5.93618929864493,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q4",72.0867081666167,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q1",-22.7837431862352,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q2",9.69502515306269,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q3",22.8963442497857,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q4",23.155475524881,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q1",-4.43773532971233,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q2",12.707466948095,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q3",0.394681929604602,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q4",7.5772699927098,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q1",-2.76963596538526,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",20.2836089195118,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",-0.674272515851166,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",15.2608188446147,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",-14.7355364610849,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-8.28251762166421,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",56.1935023126156,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",-18.845330401033,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",2.87856769547104,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",7.59308257928672,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",5.66494116074414,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",5.4715030857842,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",5.11554719759401,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",5.12186113370946,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",3.94600613967668,
"IRL","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",3.2018240475177,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q1",12.7258989552009,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q2",8.77025441011446,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q3",7.83714443939142,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q4",19.5454269847732,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q1",5.35560346778601,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q2",5.65429105819875,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q3",4.98624056591803,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q4",8.69813673608016,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q1",5.71819338141758,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q2",12.3718941154801,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q3",12.2478422824826,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1963-Q4",14.4247752347275,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q1",13.220910010401,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q2",9.896396191892,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q3",6.26385797047979,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1964-Q4",5.08498008160577,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q1",3.32521869384513,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q2",5.07587293490272,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q3",9.31230991439846,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1965-Q4",6.25381580300248,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q1",10.9780768078208,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q2",16.5045123987015,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q3",10.0860379482595,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1966-Q4",8.31596144368144,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q1",11.1892551296346,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q2",11.323383567511,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q3",14.6884193377777,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1967-Q4",7.99659070082752,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q1",9.88575597981669,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q2",14.3825199914831,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q3",9.41582726288618,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1968-Q4",24.8912215915158,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q1",3.66555485216682,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q2",12.1942730938629,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q3",9.88932552786654,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1969-Q4",16.4269698421163,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q1",12.6405962882808,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q2",4.7998105273342,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q3",11.048618613495,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1970-Q4",-1.34513041122797,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q1",3.65723801866087,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q2",6.62722153146499,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q3",5.03300649271605,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1971-Q4",3.81494200156973,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q1",13.8677245411165,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q2",7.84853295544229,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q3",8.84875605065947,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1972-Q4",10.4083894306992,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q1",13.9476265742609,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q2",3.60624161253096,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q3",1.07556278835019,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1973-Q4",4.93629591134441,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q1",-13.1257472146305,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q2",2.8569170797973,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q3",5.19905788394328,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1974-Q4",-2.13005254380537,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q1",0.582526428922616,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q2",9.21966475762807,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q3",4.64961775649309,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1975-Q4",4.27142833846766,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q1",3.41191888604893,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q2",2.36855577203218,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q3",5.7312744247026,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1976-Q4",0.471418362781557,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q1",9.03635042583471,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q2",2.84334121478165,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q3",2.75271409346912,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1977-Q4",5.53360509287711,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q1",7.76784276031359,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q2",3.96409909428143,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q3",5.31580205857541,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1978-Q4",5.96267640245757,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q1",6.20527408615929,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q2",7.57032718191329,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q3",3.11628546382148,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1979-Q4",1.75334695480121,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q1",1.52696806603765,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q2",-2.092367539498,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q3",9.20881044789751,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1980-Q4",8.71319857549939,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q1",2.42961492170139,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q2",4.93400015687797,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q3",-0.909158295981681,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1981-Q4",2.91759728921409,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q1",6.22770221100572,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q2",2.77276530274608,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q3",1.78868179233855,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1982-Q4",5.71827945337091,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q1",0.341792306447668,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q2",3.04287862633943,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q3",6.02877147113359,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1983-Q4",3.21678269057016,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q1",4.44149900752627,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q2",6.07590105330066,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q3",4.99543493942074,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1984-Q4",0.851019885645885,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q1",10.4408404629869,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q2",8.5074669748423,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q3",5.38897098610143,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1985-Q4",5.35700141731074,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q1",1.4442804643851,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q2",-1.03559122376596,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q3",2.38164911880133,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1986-Q4",3.29734422943414,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q1",-0.083791648380387,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q2",8.72256855808024,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q3",8.20851811002004,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1987-Q4",10.5449172360373,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q1",9.62946285629197,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q2",-0.685922827592451,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q3",9.18232971911874,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1988-Q4",4.36265020181554,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q1",11.4052534431561,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q2",-4.98731454527749,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q3",7.2079507885103,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1989-Q4",12.9010761845969,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q1",-1.97502224375443,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q2",13.1143730065432,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q3",6.84540439767559,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1990-Q4",-0.713757646028187,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q1",3.60680223609035,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q2",4.83464260993599,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q3",-0.921569469386442,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1991-Q4",2.71723150600545,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q1",-0.0487265010830609,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q2",1.31116117122341,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q3",0.461939910396087,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1992-Q4",-2.44313650456622,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q1",4.73050718549249,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q2",-2.41221738145458,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q3",-2.80959617538655,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1993-Q4",2.48528638893796,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q1",3.44535307006224,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q2",-2.18340099957501,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q3",4.70610001035179,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1994-Q4",-1.57264501539058,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q1",4.51890966593736,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q2",3.8340455384881,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q3",4.77705935454887,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1995-Q4",0.96507516326904,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q1",3.33829748318646,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q2",5.11293690873494,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q3",0.475832983201658,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1996-Q4",4.45896404159273,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q1",0.981534617491559,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q2",-2.99318523737304,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q3",0.828583023020218,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1997-Q4",0.213871431011632,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q1",-4.64966717845801,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q2",-1.69041577316097,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q3",0.687711242271048,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1998-Q4",3.12494269883392,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q1",-5.55100306126927,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q2",1.41838760514155,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q3",2.10894718386715,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","1999-Q4",0.194038940662499,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q1",7.12665193144451,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q2",1.95432268932908,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q3",0.141589580692727,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2000-Q4",3.90733260601048,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q1",2.91515648295341,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q2",-2.98085710754536,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q3",-4.24553910532051,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2001-Q4",-1.31804191090666,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q1",0.75322266087286,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q2",3.31994480719688,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q3",1.28411796675913,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2002-Q4",1.0455623783373,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q1",0.149404983481256,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q2",2.73007500193734,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q3",1.21231700567406,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2003-Q4",4.42314125629215,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q1",3.08587282958331,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q2",0.0860928217301016,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q3",2.51127270590745,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2004-Q4",-0.821264896443177,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q1",1.99876172547799,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q2",3.13809846988567,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q3",4.14358179833197,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2005-Q4",0.684630478844049,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q1",0.652941294084871,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q2",0.727878430137265,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q3",-0.730221100856886,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2006-Q4",5.40562634513237,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q1",2.62996088048568,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q2",0.23664904828008,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q3",-2.08000266362335,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2007-Q4",1.66108202664491,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q1",1.47273290907894,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q2",-2.21100775791883,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q3",-4.84514212840385,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2008-Q4",-9.61554133340073,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q1",-17.9204060924386,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q2",8.08041181455879,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q3",-0.158831288471438,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2009-Q4",4.9496153563059,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q1",4.27072490815775,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q2",4.96893400401177,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q3",7.45400484622578,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2010-Q4",-3.28771349500363,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q1",-4.19079147889351,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q2",-3.36089493072915,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q3",10.0637786310009,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2011-Q4",-0.592638466474178,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q1",5.7247626922375,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q2",-3.57895210502246,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q3",-1.50420841768995,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2012-Q4",-0.376749994751397,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q1",5.57502532630476,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q2",3.55600972388441,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q3",3.94047941926169,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2013-Q4",-0.360216379868539,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q1",3.51413134936337,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q2",-7.07072965210568,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q3",0.426099400260158,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2014-Q4",1.9452870527848,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q1",6.21436450484731,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q2",0.303030022462029,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q3",0.41471076140983,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2015-Q4",-0.327648762330047,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q1",2.99316913667002,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q2",-0.864333778092961,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q3",0.756332772940741,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2016-Q4",1.17541475206576,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q1",3.00553979202245,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q2",0.906237473683074,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q3",3.15086220425972,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2017-Q4",1.67233491163866,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q1",0.103829598030724,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q2",0.0359582030865858,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q3",-2.68279898328806,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2018-Q4",1.78643468026424,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q1",1.40523084388478,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q2",0.432055632500178,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q3",0.511575850893358,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2019-Q4",-7.35018526975675,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q1",-1.83639557368109,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q2",-28.7021427068019,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q3",22.9138321797126,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2020-Q4",11.6476143297866,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q1",-5.14587968406279,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q2",2.96861723539255,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q3",6.51163399422693,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2021-Q4",1.64362835892568,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q1",1.31113387914411,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q2",0.964824848649068,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q3",1.30034919930597,
"JPN","REALGDPFORECAST","TOT","AGRWTH","Q","2022-Q4",1.22415345433426,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q1",13.431685921787,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q2",18.4160994011545,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q3",-7.10351818725665,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1961-Q4",5.28998944612343,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q1",8.20896619871044,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q2",-7.26586291927384,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q3",12.2341048046643,
"KOR","REALGDPFORECAST","TOT","AGRWTH","Q","1962-Q4",12.0273654399216,
